Grundbuchamt/ Ort ;Anlage;Kaufpreis;Seite;Verkäufer:;Grundbuchblatt;Bezirk ;Eigentümer ;Rechtsnachfolger ;Ifd. Nummer ;Gemarkung;Flur ;Flurstück;Katastergröße (m^2);ca. Verkaufsgröße (m^2);WE - Nr.;SU - Nr.;falls zutreffend: Anteil;Bodenrichtwert 2024 (€/m^2);unknown_value;Bodenrichtwert 2016 ;Amnmerkungen Bodenrichtwert 2016 ;Grundstückspreise auf basis Bodenrichtwerte 2016;Adressen;comment;Nutzung laut Thelen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;10;Thyssen Krupp AG;3802A;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;48;Dorsten;34;146;28.565;nicht genannt;93576;1038;nicht zutreffend ;0,8;22.852,00;1,5;;42.847,50;M2P8+5HM Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;10;Thyssen Krupp AG;3802A;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;49;Dorsten;34;178;6.291;nicht genannt;93576;1038;nicht zutreffend ;0,8;5.032,80;1,5;;9.436,50;M2P9+FFR Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;10;Thyssen Krupp AG;3802A;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;58;Dorsten;33;158;5.895;nicht genannt;93574;674;nicht zutreffend ;0,8;4.716,00;1,5;;8.842,50;M2M7+6WJ Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;11;Thyssen Krupp AG;3802A;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;33;157;182;nicht genannt;93574;674;nicht zutreffend ;0,8;145,60;1,5;;273,00;M2M8+86J Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;11;Thyssen Krupp AG;3802A;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;34;262;81.652;nicht genannt;93576;1038;nicht zutreffend ;0,8;65.321,60;1,5;;122.478,00;M2JC+V76 Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;11;Thyssen Krupp AG;3802A;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;34;37;9.251;nicht genannt;93576;1038;nicht zutreffend ;0,8;7.400,80;1,5;;13.876,50;M2PF+72X Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;11;Thyssen Krupp AG;3802A;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;84;60;733;nicht genannt;93576;1037;nicht zutreffend ;0,8;586,40;1,5;;1.099,50;M2WR+X9X Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;11;Thyssen Krupp AG;3802A;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;84;86;18.620;nicht genannt;93576;1037;nicht zutreffend ;0,8;14.896,00;1,5;;27.930,00;M2XR+8M5 Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;11;Thyssen Krupp AG;3802A;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;84;58;19.177;nicht genannt;93576;1037;nicht zutreffend ;0,8;15.341,60;1,5;;28.765,50;M2XQ+4H8 Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;11;Thyssen Krupp AG;3802A;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;84;84;1.130;nicht genannt;93576;1037;nicht zutreffend ;0,8;904,00;1,5;;1.695,00;M2XQ+7VJ Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;11;ThyssenKrupp AG;3804A;Dorsten;Hoesch AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;33;127;113.299;nicht genannt;93576;1038;nicht zutreffend ;0,8;90.639,20;1,5;;169.948,50;M2M5+FRM Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;11;ThyssenKrupp AG;3804A;Dorsten;Hoesch AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;44;257;8.230;nicht genannt;93576;676;nicht zutreffend ;0,8;6.584,00;1,5;;12.345,00;MX7R+QH4 Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;12;ThyssenKrupp AG;3804A;Dorsten;Hoesch AG;ThyssenKrupp AG;73;Dorsten;33;54;3.168;nicht genannt;93576;1038;nicht zutreffend ;0,8;2.534,40;1,5;;4.752,00;M2H2+RJ3 Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;12;ThyssenKrupp AG;3804A;Dorsten;Hoesch AG;ThyssenKrupp AG;74;Dorsten;33;96;257.743;nicht genannt;93576;1038;nicht zutreffend ;0,8;206.194,40;1,5;;386.614,50;M2J5+73W Dorsten;;Land- und forstwirstschaftliche Flächen, Grün- und Freiflächen ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;12;ThyssenKrupp AG;3804A;Dorsten;Hoesch AG;ThyssenKrupp AG;76;Dorsten;19;465;417;nicht genannt;64211;579;nicht zutreffend ;245;102.165,00;165;;68.805,00;Vinckestraße 22, 46284 Dorsten;;Wohnfläche ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;12;ThyssenKrupp AG;3804A;Dorsten;Hoesch AG;ThyssenKrupp AG;77;Dorsten;19;481;390;nicht genannt;64208;577;nicht zutreffend ;245;95.550,00;165;;64.350,00;Parallelstraße 40, 46284 Dorsten;;Wohnfläche ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;12;ThyssenKrupp AG;3804A;Dorsten;Hoesch AG;ThyssenKrupp AG;79;Dorsten;19;563;511;nicht genannt;64209;578;nicht zutreffend ;245;125.195,00;165;;84.315,00;Parallelstraße 46, 46284 Dorsten;;Wohnfläche ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;12;ThyssenKrupp AG;3804A;Dorsten;Hoesch AG;ThyssenKrupp AG;80;Dorsten;24;404;241;nicht genannt;65202;576;nicht zutreffend ;245;59.045,00;165;;39.765,00;Augustastraße 41, 46284 Dorsten;;Wohnfläche ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;12;ThyssenKrupp AG;3804A;Dorsten;Hoesch AG;ThyssenKrupp AG;81;Dorsten;24;411;16;nicht genannt;64202;576;nicht zutreffend ;245;3.920,00;165;;2.640,00;Augustastraße 41, 46284 Dorsten;;Wohnfläche ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;12;ThyssenKrupp AG;3804A;Dorsten;Hoesch AG;ThyssenKrupp AG;82;Dorsten;24;417;667;nicht genannt;64201;575;nicht zutreffend ;245;163.415,00;165;;110.055,00;An d. Landwehr 13, 46284 Dorsten;;Wohnfläche ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;12;ThyssenKrupp AG;3807;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;2;Dorsten;8;194;561;nicht genannt;93900;8745;nicht zutreffend ;260;145.860,00;180;;100.980,00;An den Birken 6, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;13;ThyssenKrupp AG;3807;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;8;197;592;nicht genannt;93900;883;nicht zutreffend ;260;153.920,00;180;;106.560,00;An den Birken 12, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;13;ThyssenKrupp AG;3807;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;8;156;415;nicht genannt;93900;887;nicht zutreffend ;260;107.900,00;180;;74.700,00;Ahornstraße 21, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;13;ThyssenKrupp AG;3807;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;8;469;548;nicht genannt;93900;1222;nicht zutreffend ;260;142.480,00;180;;98.640,00;Idastraße 64, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;13;ThyssenKrupp AG;3807;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;8;485;533;nicht genannt;93900;881;nicht zutreffend ;260;138.580,00;175;;93.275,00;Winkelstraße 53, 46286 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;13;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;10;254;379;nicht genannt;93900;1201;nicht zutreffend ;260;98.540,00;180;;68.220,00;Martin-Luther-Straße 39, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;13;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;10;255;390;nicht genannt;93900;1200;nicht zutreffend ;260;101.400,00;180;;70.200,00;Martin-Luther-Straße 37, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;13;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;10;256;402;nicht genannt;93900;1191;nicht zutreffend ;260;104.520,00;180;;72.360,00;Martin-Luther-Straße 35, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;13;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;10;257;422;nicht genannt;93900;1202;nicht zutreffend ;260;109.720,00;180;;75.960,00;Martin-Luther-Straße 33, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;13;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;10;258;429;nicht genannt;93900;1196;nicht zutreffend ;260;111.540,00;180;;77.220,00;Martin-Luther-Straße 31, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;9;Dorsten;10;259;366;nicht genannt;93900;1197;nicht zutreffend ;260;95.160,00;180;;65.880,00;Am Hammbach 35, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;9;Dorsten;10;261;21;nicht genannt;93900;1197;nicht zutreffend ;260;5.460,00;180;;3.780,00;Am Hammersbach 35 und 37, 46284 Dorsten ;Weg dazwischen;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;11;Dorsten;10;266;22;nicht genannt;93900;1198;nicht zutreffend ;260;5.720,00;180;;3.960,00;Am Hammersbach 35 und 37, 46284 Dorsten ;Weg dazwischen;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;11;Dorsten;10;264;470;nicht genannt;93900;1198;nicht zutreffend ;260;122.200,00;180;;84.600,00;Am Hammbach 33, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;12;Dorsten;10;269;25;nicht genannt;93900;1199;nicht zutreffend ;260;6.500,00;180;;4.500,00;Am Hammbach 37-23, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;12;Dorsten;10;267;486;nicht genannt;93900;1199;nicht zutreffend ;260;126.360,00;180;;87.480,00;Am Hammbach 27, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;15;Dorsten;10;272;523;nicht genannt;93900;1203;nicht zutreffend ;260;135.980,00;180;;94.140,00;Am Hammbach 25, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;16;Dorsten;10;345;462;nicht genannt;93900;1195;nicht zutreffend ;260;120.120,00;180;;83.160,00;Am Hammbach 21, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;17;Dorsten;10;344;507;nicht genannt;93900;1194;nicht zutreffend ;260;131.820,00;180;;91.260,00;Am Hammbach 19, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;19;Dorsten;10;276;511;nicht genannt;93900;1193;nicht zutreffend ;260;132.860,00;180;;91.980,00;Am Hammbach 15, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;22;Dorsten;10;279;575;nicht genannt;93900;1192;nicht zutreffend ;260;149.500,00;180;;103.500,00;Am Hammbach 9, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;27;Dorsten;10;390;631;nicht genannt;93900;857;nicht zutreffend ;260;164.060,00;180;;113.580,00;Theodor-Heuss-Straße 9, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;14;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;28;Dorsten;10;417;531;nicht genannt;93900;888;nicht zutreffend ;260;138.060,00;180;;95.580,00;Theodor-Heuss-Straße 33, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;15;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;10;421;531;nicht genannt;93900;858;nicht zutreffend ;260;138.060,00;180;;95.580,00;Theodor-Heuss-Straße 39, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;15;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;11;126;638;nicht genannt;93900;874;nicht zutreffend ;260;165.880,00;175;;111.650,00;Knappenweg 8, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;15;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;11;111;536;nicht genannt;93900;861;nicht zutreffend ;260;139.360,00;175;;93.800,00;Hasenpfad 8, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;15;ThyssenKrupp AG;3808;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;11;112;546;nicht genannt;93900;859;nicht zutreffend ;260;141.960,00;175;;95.550,00;Hasenpfad 6, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;15;ThyssenKrupp AG;3809;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;4;Dorsten;8;13;688;nicht genannt;93900;1224;nicht zutreffend ;260;178.880,00;175;;120.400,00;Bernhardstraße 22, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;15;ThyssenKrupp AG;3809;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;6;Dorsten;8;11;818;nicht genannt;93900;1225;nicht zutreffend ;260;212.680,00;180;;147.240,00;Bernhardstraße 18, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;15;ThyssenKrupp AG;3809;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;7;Dorsten;8;10;870;nicht genannt;93900;1226;nicht zutreffend ;260;226.200,00;180;;156.600,00;Op de Kuhlen 13, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;15;ThyssenKrupp AG;3809;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;8;Dorsten;8;15;692;nicht genannt;93900;1223;nicht zutreffend ;260;179.920,00;180;;124.560,00;Bernhardstraße 26, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe / Wohnfläche ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;15;ThyssenKrupp AG;3809;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;40;Dorsten;16;40;1.070;nicht genannt;93900;866;nicht zutreffend ;290;310.300,00;195;;208.650,00;Am Strandbad 14, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;16;ThyssenKrupp AG;3809;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;47;Dorsten;18;215;846;nicht genannt;93900;871;nicht zutreffend ;260;219.960,00;180;;152.280,00;Söltener Landweg 7, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;16;ThyssenKrupp AG;3809;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;61;Dorsten;15;914;2;nicht genannt;93900;894;nicht zutreffend ;250;500,00;170;;340,00;Borkener Str. 53, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;16;ThyssenKrupp AG;3809;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;61;Dorsten;12;534;1.377;nicht genannt;93900;894;nicht zutreffend ;250;344.250,00;170;;234.090,00;Borkener Str. 53, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;16;ThyssenKrupp AG;3809;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;63;Dorsten;18;216;618;nicht genannt;93900;870;nicht zutreffend ;260;160.680,00;180;;111.240,00;Söltener Landweg 5, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;16;ThyssenKrupp AG;3809;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;63;Dorsten;10;708;985;nicht genannt;93900;889;nicht zutreffend ;260;256.100,00;180;;177.300,00;Römerstraße 11, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;16;ThyssenKrupp AG;3810;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;9;Dorsten;25;164;520;nicht genannt;93900;nicht erkennbar ;nicht erkennbar ;250;130.000,00;170;;88.400,00;Marxstraße 70, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;16;ThyssenKrupp AG;3810;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;17;Dorsten;25;174;605;nicht genannt;93900;nicht erkennbar ;nicht erkennbar ;250;151.250,00;170;;102.850,00;Marxstraße 50, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;16;ThyssenKrupp AG;3810;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;22;Dorsten;25;204;479;nicht genannt;93900;nicht erkennbar ;nicht erkennbar ;250;119.750,00;170;;81.430,00;Sadeckistraße 22, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;16;ThyssenKrupp AG;3810;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;24;Dorsten;25;210;849;nicht genannt;93900;nicht erkennbar ;nicht erkennbar ;250;212.250,00;170;;144.330,00;Otto-Hue-Straße 2, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;17;ThyssenKrupp AG;3810;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;25;212;478;nicht genannt;93900;1215;nicht zutreffend ;250;119.500,00;170;;81.260,00;Marxstraße 49, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;17;ThyssenKrupp AG;3810;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;25;180;504;nicht genannt;93900;1216;nicht zutreffend ;250;126.000,00;170;;85.680,00;Marxstraße 41, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;17;ThyssenKrupp AG;3810;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;25;151;622;nicht genannt;93900;1217;nicht zutreffend ;250;155.500,00;170;;105.740,00;Heinrich-Wienke-Straße 49, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;17;ThyssenKrupp AG;3810;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;25;158;543;nicht genannt;93900;1220;nicht zutreffend ;250;135.750,00;170;;92.310,00;Heinrich-Wienke-Straße 63, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;17;ThyssenKrupp AG;3810;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;25;396;496;nicht genannt;93900;1219;nicht zutreffend ;250;124.000,00;170;;84.320,00;Heinrich-Wienke-Straße 64, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;17;ThyssenKrupp AG;3810;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;nicht erkennbar;Dorsten;25;397;501;nicht genannt;93900;1218;nicht zutreffend ;250;125.250,00;170;;85.170,00;Heinrich-Wienke-Straße 62, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;17;ThyssenKrupp AG;3811;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;1;Dorsten;27;85;654;nicht genannt;93900;1210;nicht zutreffend ;260;170.040,00;175;;114.450,00;Meisenweg 2, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;17;ThyssenKrupp AG;3811;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;3;Dorsten;27;87;440;nicht genannt;93900;863;nicht zutreffend ;260;114.400,00;175;;77.000,00;Meisenweg 6, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;17;ThyssenKrupp AG;3811;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;7;Dorsten;27;94;643;nicht genannt;93900;1204;nicht zutreffend ;260;167.180,00;175;;112.525,00;Meisenweg 16, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;18;ThyssenKrupp AG;3811;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;11;Dorsten;27;98;459;nicht genannt;93900;1205;nicht zutreffend ;260;119.340,00;175;;80.325,00;Meisenweg 24, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;18;ThyssenKrupp AG;3811;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;14;Dorsten;27;101;500;nicht genannt;93900;1206;nicht zutreffend ;260;130.000,00;175;;87.500,00;Nachtigallenweg 15, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;18;ThyssenKrupp AG;3811;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;42;Dorsten;27;121;434;nicht genannt;93900;884;nicht zutreffend ;260;112.840,00;175;;75.950,00;Starenweg 7, 46284 Dorsten;;;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;18;ThyssenKrupp AG;3811;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;46;Dorsten;27;115;826;nicht genannt;93900;1207;nicht zutreffend ;260;214.760,00;175;;144.550,00;Starenweg 12, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;18;ThyssenKrupp AG;3811;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;49;Dorsten;27;112;547;nicht genannt;93900;1208;nicht zutreffend ;260;142.220,00;175;;95.725,00;Starenweg 6, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;18;ThyssenKrupp AG;3811;Dorsten;ThyssenKrupp AG;ThyssenKrupp AG;50;Dorsten;27;110;635;nicht genannt;93900;1209;nicht zutreffend ;260;165.100,00;175;;111.125,00;Starenweg 2, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
Dorsten ;Anlage 1.1.1(a)(i);500.000,00;18;ThyssenKrupp AG;3812;Dorsten;Hoesch AG;ThyssenKrupp AG;34;Dorsten;25;229;731;nicht genannt;93900;1211;nicht erkennbar ;260;190.060,00;175;;127.925,00;Wasserstraße 16, 46284 Dorsten;;Erbbaurecht Wohnen und Gewerbe ;;;
